loan_id,customer_id,loan_sequence,product_type,ticket_size,tenure_mo,interest_rate_apr,origination_risk_grade,origination_date,origination_cohort,approval_tat_hrs,months_on_book,loan_status,default_flag,value_proxy
L0042753,C034451,2,Personal,55328,29,20.62,B,2024-11-27,2024-11,1.53,20,Active,0,5301
L0042754,C034451,3,Personal,30000,35,24.56,C,2025-02-08,2025-02,6.04,17,Active,0,3769
L0042755,C034452,1,BNPL,14541,3,28.65,C,2024-11-05,2024-11,15.95,3,Closed,0,-122
L0042756,C034453,1,SME,852594,34,13.52,A,2025-05-31,2025-05,2.05,14,Active,0,31381
L0042757,C034454,1,SME,893425,23,23.0,D,2024-08-12,2024-08,4.07,23,Active,0,122882
L0042758,C034455,1,BNPL,17778,2,37.01,E,2024-08-08,2024-08,3.8,2,Closed,0,195
L0042759,C034456,1,BNPL,7200,2,27.05,B,2025-10-15,2025-10,6.98,2,Closed,0,-190
L0042760,C034457,1,Personal,64187,16,24.13,C,2025-09-02,2025-09,2.5,10,Active,0,4894
L0042761,C034458,1,BNPL,2483,3,30.06,C,2025-10-10,2025-10,3.88,3,Closed,0,-776
L0042762,C034459,1,Personal,163523,18,27.95,D,2025-05-05,2025-05,4.7,14,Active,0,20725
L0042763,C034460,1,Personal,37888,27,20.52,B,2025-03-10,2025-03,4.06,16,Active,0,1625
L0042764,C034461,1,Personal,110216,10,20.86,B,2026-06-19,2026-06,8.64,1,Active,0,1352
L0042765,C034462,1,Personal,151218,22,23.99,C,2024-12-07,2024-12,18.37,2,Closed,0,5015
L0042766,C034463,1,BNPL,2731,2,36.38,E,2026-05-08,2026-05,4.53,2,Active,0,-1125
L0042767,C034464,1,Personal,230974,32,24.43,C,2025-08-29,2025-08,14.73,11,Active,0,26766
L0042768,C034465,1,Personal,178503,25,16.45,A,2024-09-30,2024-09,1.51,8,Closed,0,6404
L0042769,C034466,1,Personal,181397,25,20.08,B,2025-07-30,2025-07,44.37,12,Active,0,13124
L0042770,C034467,1,BNPL,17455,4,24.37,A,2025-08-22,2025-08,21.76,4,Closed,0,-337
L0042771,C034468,1,BNPL,15910,5,29.42,C,2024-12-29,2024-12,3.21,5,Closed,0,-868
L0042772,C034468,2,Personal,58934,21,23.38,C,2026-04-28,2026-04,3.67,3,Active,0,2415
L0042773,C034469,1,Personal,35713,22,23.66,C,2025-08-25,2025-08,19.26,9,Written-off,1,-21603
L0042774,C034470,1,Personal,108952,20,19.84,B,2024-07-24,2024-07,4.91,20,Closed,0,6570
L0042775,C034470,2,Personal,110978,20,20.09,B,2025-05-04,2025-05,3.51,14,Active,0,8895
L0042776,C034471,1,SME,583428,17,20.09,C,2024-11-16,2024-11,1.98,11,Written-off,1,-353511
L0042777,C034471,2,Personal,136590,15,24.05,C,2025-02-16,2025-02,0.96,7,Written-off,1,-80576
L0042778,C034472,1,BNPL,6496,3,36.57,E,2025-08-03,2025-08,6.99,3,Closed,0,-88
L0042779,C034473,1,Personal,67986,16,31.63,E,2024-12-16,2024-12,21.17,16,Closed,0,9783
L0042780,C034474,1,SME,565874,9,23.26,D,2025-11-15,2025-11,48.59,8,Active,0,35255
L0042781,C034475,1,Personal,447861,13,20.06,B,2024-09-28,2024-09,30.16,13,Closed,0,25524
L0042782,C034476,1,SME,1026912,25,19.53,C,2025-07-24,2025-07,3.81,12,Active,0,81192
L0042783,C034477,1,Personal,51082,21,24.17,C,2025-07-29,2025-07,2.74,12,Active,0,4073
L0042784,C034478,1,SME,3709931,25,20.11,C,2024-07-12,2024-07,6.76,16,Written-off,1,-1597906
L0042785,C034479,1,Personal,153468,29,24.41,C,2026-05-16,2026-05,3.95,2,Active,0,4577
L0042786,C034480,1,Personal,190319,20,32.1,E,2025-11-22,2025-11,1.06,6,Closed,0,19003
L0042787,C034481,1,SME,1263670,15,17.61,B,2025-06-21,2025-06,33.31,6,Written-off,1,-929947
L0042788,C034482,1,SME,1428416,9,17.02,B,2026-03-01,2026-03,14.04,4,Active,0,41882
L0042789,C034483,1,SME,353929,20,20.73,C,2026-03-17,2026-03,34.96,3,Closed,0,11587
L0042790,C034484,1,BNPL,7890,1,29.97,C,2025-09-29,2025-09,2.86,1,Closed,0,-353
L0042791,C034484,2,BNPL,50000,3,30.06,C,2026-03-01,2026-03,2.04,3,Closed,0,817
L0042792,C034485,1,Personal,252994,28,19.58,B,2024-07-02,2024-07,1.0,24,Active,0,30714
L0042793,C034485,2,BNPL,13619,3,24.07,A,2025-09-27,2025-09,3.54,3,Closed,0,131
L0042794,C034486,1,BNPL,4933,5,26.42,B,2025-06-16,2025-06,1.84,5,Closed,0,-1369
L0042795,C034487,1,BNPL,20619,4,24.37,A,2025-04-24,2025-04,11.56,4,Closed,0,-180
L0042796,C034487,2,BNPL,2934,2,23.29,A,2026-04-05,2026-04,4.31,2,Closed,0,-130
L0042797,C034488,1,BNPL,10354,6,23.8,A,2025-10-17,2025-10,2.86,6,Closed,0,-800
L0042798,C034489,1,Personal,500000,25,27.13,D,2024-09-23,2024-09,2.73,22,Active,0,98087
L0042799,C034490,1,SME,385275,13,27.04,E,2026-02-07,2026-02,10.54,5,Active,0,24616
L0042800,C034491,1,Personal,110567,12,32.14,E,2025-02-24,2025-02,5.05,12,Closed,0,12928
L0042801,C034492,1,BNPL,10689,5,29.6,C,2025-08-15,2025-08,3.43,5,Closed,0,-1076
L0042802,C034493,1,Personal,46931,12,27.41,D,2024-10-30,2024-10,10.77,12,Closed,0,2383
L0042803,C034494,1,Personal,95996,22,20.48,B,2024-08-22,2024-08,3.4,22,Closed,0,7910
L0042804,C034495,1,BNPL,23671,2,33.61,D,2024-09-07,2024-09,4.27,2,Closed,0,-545
L0042805,C034496,1,SME,732376,26,19.23,C,2024-12-19,2024-12,3.7,19,Active,0,72508
L0042806,C034496,2,Personal,164740,26,23.77,C,2026-05-26,2026-05,2.03,2,Active,0,5730
L0042807,C034497,1,Personal,37146,31,16.39,A,2025-12-19,2025-12,1.07,7,Active,0,388
L0042808,C034498,1,Personal,320579,14,20.94,B,2025-03-15,2025-03,6.17,14,Closed,0,22636
L0042809,C034499,1,Personal,149533,14,32.56,E,2026-06-21,2026-06,5.13,1,Active,0,4442
L0042810,C034500,1,Personal,119021,20,25.18,C,2025-03-15,2025-03,16.19,6,Closed,0,8420
L0042811,C034501,1,BNPL,50000,3,29.5,C,2026-03-24,2026-03,1.36,3,Closed,0,256
L0042812,C034502,1,Personal,135121,17,15.78,A,2026-01-24,2026-01,3.44,6,Closed,0,3220
L0042813,C034503,1,BNPL,16690,2,32.37,D,2024-12-01,2024-12,6.56,2,Closed,0,-1330
L0042814,C034504,1,SME,333466,28,23.22,D,2024-09-15,2024-09,1.67,22,Active,0,50487
L0042815,C034505,1,BNPL,7289,3,35.66,E,2025-04-04,2025-04,15.61,3,Closed,1,-2909
L0042816,C034506,1,BNPL,2453,4,25.99,B,2025-12-24,2025-12,3.38,4,Closed,0,-828
L0042817,C034506,2,BNPL,26317,3,27.42,B,2026-01-10,2026-01,2.53,3,Closed,0,628
L0042818,C034506,3,BNPL,14578,2,26.32,B,2026-05-18,2026-05,1.25,2,Closed,0,7
L0042819,C034507,1,Personal,74104,18,16.82,A,2026-03-22,2026-03,8.34,4,Active,0,1742
L0042820,C034508,1,BNPL,18399,3,29.36,C,2026-04-06,2026-04,11.12,3,Active,0,366
L0042821,C034509,1,BNPL,19121,5,25.9,B,2026-06-09,2026-06,3.49,1,Active,0,-104
L0042822,C034510,1,BNPL,4674,3,30.36,C,2024-10-07,2024-10,6.27,3,Closed,0,-1632
L0042823,C034510,2,SME,711754,21,16.96,B,2025-09-22,2025-09,2.68,10,Active,0,37133
L0042824,C034510,3,Personal,200015,18,23.37,C,2025-12-09,2025-12,2.98,7,Active,0,14056
L0042825,C034511,1,Personal,50049,30,24.71,C,2025-09-19,2025-09,6.5,10,Active,0,3708
L0042826,C034512,1,BNPL,50000,3,27.34,B,2024-08-21,2024-08,2.96,3,Closed,0,280
L0042827,C034512,2,SME,782759,18,17.89,B,2025-10-09,2025-10,3.32,9,Active,0,41189
L0042828,C034513,1,Personal,74160,30,24.39,C,2025-10-08,2025-10,7.59,9,Active,0,7031
L0042829,C034514,1,Personal,245051,18,16.43,A,2026-06-26,2026-06,40.07,1,Active,0,3594
L0042830,C034515,1,SME,250149,28,26.8,E,2024-10-04,2024-10,3.16,21,Active,0,55864
L0042831,C034515,2,Personal,75712,14,32.84,E,2025-02-20,2025-02,3.93,14,Closed,0,12336
L0042832,C034516,1,BNPL,7174,3,33.28,D,2026-06-19,2026-06,12.44,1,Active,0,-191
L0042833,C034517,1,SME,3133498,23,17.06,B,2025-04-04,2025-04,9.68,15,Active,0,207662
L0042834,C034518,1,Personal,38810,22,23.94,C,2025-12-31,2025-12,4.82,7,Active,0,1418
L0042835,C034519,1,Personal,102214,21,23.53,C,2026-03-17,2026-03,33.54,4,Active,0,4282
L0042836,C034520,1,BNPL,6818,3,33.68,D,2024-10-12,2024-10,1.59,3,Closed,0,-981
L0042837,C034520,2,BNPL,4897,3,33.06,D,2025-04-08,2025-04,2.41,3,Closed,0,1
L0042838,C034520,3,BNPL,7986,4,32.75,D,2025-11-08,2025-11,3.1,4,Closed,1,282
L0042839,C034521,1,Personal,152021,24,24.48,C,2024-11-17,2024-11,3.67,3,Closed,0,5350
L0042840,C034522,1,BNPL,19901,4,28.89,C,2024-07-01,2024-07,1.76,4,Closed,0,-1136
L0042841,C034523,1,SME,647961,35,16.96,B,2025-08-13,2025-08,2.81,7,Closed,0,29130
L0042842,C034524,1,BNPL,2817,3,36.38,E,2026-04-16,2026-04,14.27,3,Active,0,-328
L0042843,C034525,1,SME,430281,17,16.68,B,2025-11-09,2025-11,1.79,8,Active,0,18353
L0042844,C034526,1,BNPL,9209,4,30.28,C,2026-01-15,2026-01,32.1,4,Closed,0,-836
L0042845,C034527,1,SME,653772,25,23.82,D,2025-01-23,2025-01,11.78,18,Active,0,93063
L0042846,C034528,1,BNPL,2919,3,35.8,E,2026-01-04,2026-01,2.97,3,Closed,1,-2395
L0042847,C034529,1,Personal,123138,20,23.83,C,2025-05-24,2025-05,46.18,14,Active,0,12427
L0042848,C034530,1,Personal,56098,26,23.61,C,2024-08-16,2024-08,6.09,23,Active,0,5880
L0042849,C034530,2,BNPL,2000,3,32.97,D,2025-03-01,2025-03,3.96,3,Closed,0,-155
L0042850,C034530,3,BNPL,10433,3,29.61,C,2025-03-18,2025-03,3.73,3,Closed,1,-4020
L0042851,C034531,1,BNPL,15203,4,26.76,B,2026-03-24,2026-03,61.46,4,Closed,0,-872
L0042852,C034532,1,BNPL,11386,2,35.88,E,2024-11-15,2024-11,1.08,2,Closed,0,-248
L0042853,C034532,2,BNPL,7643,2,36.08,E,2026-01-22,2026-01,0.93,2,Closed,0,205
L0042854,C034533,1,SME,283627,30,23.59,D,2024-08-21,2024-08,10.46,23,Active,0,48214
L0042855,C034534,1,BNPL,3119,2,27.38,B,2025-01-26,2025-01,1.86,2,Closed,0,-952
L0042856,C034535,1,Personal,155677,12,23.55,C,2026-02-10,2026-02,2.8,5,Active,0,7689
L0042857,C034535,2,SME,1199851,25,19.77,C,2026-03-13,2026-03,4.16,4,Active,0,51313
L0042858,C034536,1,BNPL,44606,3,29.65,C,2025-08-22,2025-08,5.3,3,Closed,0,56
L0042859,C034536,2,BNPL,6818,6,29.3,C,2026-05-29,2026-05,2.88,2,Active,0,68
L0042860,C034537,1,SME,464203,40,19.99,C,2025-06-06,2025-06,6.27,13,Active,0,44928
L0042861,C034538,1,SME,3588856,25,19.67,C,2025-06-03,2025-06,7.27,13,Active,0,307320
L0042862,C034538,2,BNPL,2846,4,30.58,C,2025-07-16,2025-07,3.71,4,Closed,0,-198
L0042863,C034539,1,Personal,198731,25,20.28,B,2025-02-05,2025-02,28.03,17,Active,0,18599
L0042864,C034540,1,BNPL,8802,4,32.74,D,2024-07-28,2024-07,6.55,4,Closed,0,-116
L0042865,C034540,2,Personal,95217,18,27.41,D,2025-05-02,2025-05,9.4,14,Active,0,11651
L0042866,C034541,1,BNPL,6791,2,33.64,D,2026-01-12,2026-01,3.31,2,Closed,0,-1060
L0042867,C034541,2,Personal,59730,14,31.99,E,2026-03-29,2026-03,1.87,4,Active,0,4113
L0042868,C034542,1,SME,273078,37,14.24,A,2025-06-24,2025-06,2.01,13,Active,0,9755
L0042869,C034543,1,Personal,175009,26,19.68,B,2025-09-30,2025-09,14.69,10,Active,0,12357
L0042870,C034544,1,BNPL,2105,2,30.13,C,2026-01-07,2026-01,6.81,2,Closed,0,-314
L0042871,C034545,1,SME,408761,35,19.63,C,2025-11-06,2025-11,7.71,8,Active,0,26493
L0042872,C034546,1,Personal,34048,24,16.7,A,2024-10-07,2024-10,14.19,11,Closed,0,657
L0042873,C034547,1,BNPL,14652,3,35.56,E,2026-01-12,2026-01,62.65,3,Closed,1,-6663
L0042874,C034548,1,Personal,109502,14,19.81,B,2025-09-27,2025-09,5.41,10,Active,0,4772
L0042875,C034549,1,BNPL,4577,3,33.49,D,2025-11-25,2025-11,46.15,3,Closed,1,-2957
L0042876,C034549,2,Personal,63409,21,27.88,D,2026-06-18,2026-06,100.75,1,Active,0,1730
L0042877,C034550,1,SME,2008476,31,13.09,A,2026-04-06,2026-04,6.84,3,Active,0,39116
L0042878,C034551,1,BNPL,32675,3,27.11,B,2026-06-19,2026-06,1.92,1,Active,0,-308
L0042879,C034552,1,BNPL,25385,3,26.54,B,2024-09-24,2024-09,7.63,3,Closed,0,-490
L0042880,C034552,2,SME,1363080,45,16.69,B,2024-10-22,2024-10,3.78,21,Active,0,130535
L0042881,C034552,3,Personal,58408,19,20.55,B,2025-07-19,2025-07,1.67,12,Active,0,3756
L0042882,C034553,1,Personal,318981,21,19.58,B,2024-10-14,2024-10,25.08,11,Closed,0,23496
L0042883,C034554,1,Personal,92677,18,31.68,E,2025-04-07,2025-04,4.92,15,Active,0,13536
L0042884,C034555,1,Personal,68725,25,28.53,D,2025-08-12,2025-08,3.49,6,Written-off,1,-42299
L0042885,C034556,1,Personal,105085,17,27.74,D,2025-03-09,2025-03,0.5,16,Active,0,15594
L0042886,C034557,1,SME,434156,21,24.06,D,2024-07-30,2024-07,3.0,21,Closed,0,57352
L0042887,C034558,1,Personal,60449,19,27.92,D,2025-07-19,2025-07,2.15,3,Closed,0,1953
L0042888,C034558,2,BNPL,17662,2,33.08,D,2026-03-05,2026-03,2.3,2,Closed,0,260
L0042889,C034559,1,Personal,114820,26,24.65,C,2026-05-24,2026-05,2.18,2,Active,0,3497
L0042890,C034560,1,Personal,60679,23,24.53,C,2025-03-07,2025-03,39.28,16,Active,0,6899
L0042891,C034561,1,Personal,53336,11,14.94,A,2025-09-21,2025-09,3.78,10,Active,0,-288
L0042892,C034562,1,BNPL,14173,4,24.62,A,2025-06-07,2025-06,36.29,4,Closed,0,-1115
L0042893,C034563,1,Personal,136205,23,24.82,C,2024-09-21,2024-09,16.66,10,Closed,0,13654
L0042894,C034563,2,BNPL,15875,2,30.53,C,2025-09-15,2025-09,11.76,2,Closed,0,315
L0042895,C034564,1,BNPL,4757,3,27.08,B,2026-02-10,2026-02,43.51,3,Closed,0,-1119
L0042896,C034565,1,Personal,51578,17,28.51,D,2026-01-20,2026-01,6.57,6,Active,0,3921
L0042897,C034566,1,Personal,65772,15,32.11,E,2026-02-07,2026-02,33.89,5,Active,0,4408
L0042898,C034567,1,Personal,98207,15,19.3,B,2025-04-11,2025-04,6.95,15,Active,0,3992
L0042899,C034568,1,Personal,67726,17,28.83,D,2026-06-28,2026-06,2.26,1,Active,0,1203
L0042900,C034569,1,Personal,166783,20,19.5,B,2025-01-18,2025-01,1.44,18,Active,0,13043
L0042901,C034570,1,SME,533289,8,19.83,C,2025-11-22,2025-11,8.79,8,Active,0,23482
L0042902,C034571,1,SME,356273,22,26.55,E,2026-04-08,2026-04,4.34,3,Active,0,18001
L0042903,C034572,1,SME,724755,22,16.97,B,2026-02-07,2026-02,4.83,5,Active,0,26227
L0042904,C034573,1,BNPL,7396,5,27.18,B,2025-10-30,2025-10,8.06,5,Closed,1,-3348
L0042905,C034574,1,Personal,140086,13,27.17,D,2024-08-03,2024-08,2.0,13,Closed,0,12852
L0042906,C034574,2,Personal,106406,20,32.81,E,2025-09-27,2025-09,10.7,10,Active,0,16770
L0042907,C034574,3,BNPL,3959,4,33.17,D,2026-06-08,2026-06,4.11,1,Active,0,14
L0042908,C034575,1,SME,775968,25,17.26,B,2025-12-03,2025-12,3.86,7,Active,0,34800
L0042909,C034576,1,BNPL,12813,5,27.25,B,2025-12-13,2025-12,1.53,5,Closed,0,-853
L0042910,C034577,1,Personal,150242,12,24.83,C,2026-04-01,2026-04,5.59,3,Active,0,5998
L0042911,C034578,1,Personal,101589,22,19.83,B,2025-07-18,2025-07,3.91,12,Active,0,6186
L0042912,C034579,1,BNPL,8381,2,29.04,C,2025-10-21,2025-10,59.49,2,Closed,0,-785
L0042913,C034580,1,SME,242346,10,17.37,B,2024-08-26,2024-08,22.03,10,Closed,0,9450
L0042914,C034581,1,Personal,160347,11,23.63,C,2026-06-11,2026-06,3.7,1,Active,0,2248
L0042915,C034582,1,SME,229816,24,14.45,A,2025-02-12,2025-02,3.54,6,Closed,0,5806
L0042916,C034583,1,BNPL,9016,4,30.95,C,2025-10-31,2025-10,47.44,4,Closed,1,-3602
L0042917,C034584,1,SME,456098,15,14.35,A,2025-10-07,2025-10,1.33,9,Active,0,13474
L0042918,C034585,1,BNPL,6944,2,36.44,E,2024-11-04,2024-11,1.0,2,Closed,0,-1019
L0042919,C034586,1,SME,727902,41,19.84,C,2024-09-08,2024-09,2.65,11,Closed,0,61128
L0042920,C034587,1,SME,688990,25,25.96,E,2025-11-02,2025-11,2.67,8,Active,0,67867
L0042921,C034587,2,Personal,30000,11,32.37,E,2026-02-03,2026-02,2.56,5,Active,0,2104
L0042922,C034588,1,SME,2321146,9,16.32,B,2026-02-28,2026-02,33.2,5,Active,0,68174
L0042923,C034589,1,Personal,105974,23,20.0,B,2024-09-23,2024-09,3.59,13,Closed,0,8140
L0042924,C034590,1,BNPL,3903,3,32.23,D,2024-08-10,2024-08,13.69,3,Closed,0,-195
L0042925,C034590,2,Personal,206488,20,23.68,C,2025-10-22,2025-10,20.04,9,Active,0,17742
L0042926,C034591,1,SME,999848,24,23.42,D,2026-04-11,2026-04,1.99,3,Active,0,44503
L0042927,C034592,1,Personal,39772,10,27.79,D,2025-05-01,2025-05,30.89,10,Closed,0,1801
L0042928,C034592,2,Personal,103941,20,27.77,D,2025-07-02,2025-07,23.21,9,Written-off,1,-53013
L0042929,C034593,1,BNPL,5912,2,32.68,D,2024-11-16,2024-11,3.74,2,Closed,0,-920
L0042930,C034594,1,BNPL,19658,5,30.37,C,2026-06-25,2026-06,2.45,1,Active,0,-211
L0042931,C034595,1,BNPL,7275,3,35.72,E,2026-06-11,2026-06,1.86,1,Active,0,-348
L0042932,C034596,1,Personal,211288,19,20.16,B,2026-05-05,2026-05,13.75,2,Active,0,5722
L0042933,C034597,1,Personal,179487,16,31.54,E,2024-10-01,2024-10,4.41,16,Closed,0,35228
L0042934,C034598,1,SME,1203631,28,23.05,D,2024-10-21,2024-10,0.59,21,Active,0,190748
L0042935,C034599,1,BNPL,27876,2,27.58,B,2025-09-12,2025-09,4.42,2,Closed,0,-456
L0042936,C034600,1,BNPL,7983,5,27.11,B,2025-06-19,2025-06,3.9,5,Closed,0,-792
L0042937,C034601,1,Personal,128374,21,23.24,C,2025-08-15,2025-08,7.33,11,Active,0,11724
L0042938,C034602,1,Personal,37130,15,27.59,D,2025-03-11,2025-03,9.51,4,Closed,0,1834
L0042939,C034603,1,BNPL,12740,2,32.65,D,2024-07-19,2024-07,35.81,2,Closed,0,-741
L0042940,C034603,2,Personal,139080,27,28.18,D,2025-12-04,2025-12,69.08,7,Active,0,13889
L0042941,C034604,1,SME,1918427,30,14.57,A,2025-03-30,2025-03,5.55,16,Active,0,101257
L0042942,C034605,1,Personal,91831,32,24.89,C,2026-01-17,2026-01,1.84,6,Active,0,6459
L0042943,C034606,1,BNPL,2543,4,30.32,C,2025-09-27,2025-09,11.05,4,Closed,0,-682
L0042944,C034607,1,Personal,50575,15,27.53,D,2024-09-30,2024-09,6.27,8,Written-off,1,-28637
L0042945,C034608,1,BNPL,9691,4,23.73,A,2025-04-19,2025-04,10.62,4,Closed,0,-375
L0042946,C034609,1,BNPL,22074,3,36.45,E,2025-05-16,2025-05,1.9,3,Closed,1,-9001
L0042947,C034610,1,Personal,89101,18,20.67,B,2025-04-27,2025-04,5.0,15,Active,0,5028
L0042948,C034611,1,BNPL,6074,3,32.91,D,2024-08-18,2024-08,5.0,3,Closed,1,-3783
L0042949,C034612,1,SME,2500108,32,13.18,A,2024-12-05,2024-12,6.78,19,Active,0,99400
L0042950,C034613,1,Personal,239120,33,19.46,B,2026-02-21,2026-02,1.03,5,Active,1,-150793
L0042951,C034614,1,Personal,109242,21,19.88,B,2025-01-02,2025-01,6.38,18,Active,0,7921
L0042952,C034615,1,Personal,167359,10,15.45,A,2025-10-17,2025-10,44.01,9,Active,0,3480
L0042953,C034616,1,SME,2719025,22,14.64,A,2025-04-13,2025-04,2.1,15,Active,0,121008
L0042954,C034617,1,BNPL,50000,3,35.36,E,2025-07-02,2025-07,2.05,3,Closed,1,-18315
L0042955,C034618,1,SME,772308,25,21.74,D,2025-02-02,2025-02,3.36,17,Active,0,92194
L0042956,C034619,1,BNPL,17607,3,26.63,B,2024-08-10,2024-08,13.24,3,Closed,0,39
L0042957,C034620,1,Personal,81519,31,18.83,B,2024-11-11,2024-11,39.69,20,Active,0,6416
L0042958,C034621,1,SME,1650507,16,16.47,B,2025-07-06,2025-07,24.96,12,Active,0,82291
L0042959,C034622,1,Personal,39911,13,15.78,A,2025-03-31,2025-03,62.99,2,Closed,0,-303
L0042960,C034623,1,Personal,87227,13,27.76,D,2024-09-30,2024-09,27.32,13,Closed,0,6672
L0042961,C034624,1,BNPL,19800,2,32.35,D,2025-12-02,2025-12,1.84,2,Closed,0,59
L0042962,C034625,1,Personal,52402,28,24.27,C,2026-01-10,2026-01,3.07,6,Active,0,2567
L0042963,C034626,1,Personal,47067,19,28.6,D,2024-09-08,2024-09,1.79,19,Closed,0,5313
L0042964,C034627,1,BNPL,9278,3,26.98,B,2024-07-09,2024-07,1.65,3,Closed,0,-1134
L0042965,C034627,2,Personal,30000,21,16.37,A,2025-05-25,2025-05,3.8,14,Active,0,589
L0042966,C034627,3,Personal,34727,16,20.23,B,2025-07-25,2025-07,2.23,12,Active,0,1684
L0042967,C034628,1,Personal,159154,25,23.75,C,2024-07-05,2024-07,3.73,7,Closed,0,10526
L0042968,C034629,1,BNPL,15498,3,26.05,B,2024-08-11,2024-08,2.57,3,Closed,0,-1074
L0042969,C034629,2,Personal,121214,25,16.43,A,2026-02-10,2026-02,3.37,5,Active,0,3877
L0042970,C034630,1,BNPL,2544,3,27.1,B,2025-08-03,2025-08,2.83,3,Closed,0,-1555
L0042971,C034631,1,BNPL,11321,5,26.53,B,2025-04-08,2025-04,0.87,5,Closed,0,-513
L0042972,C034631,2,BNPL,18541,3,30.13,C,2026-02-08,2026-02,8.0,3,Closed,0,153
L0042973,C034632,1,BNPL,17216,3,27.63,B,2025-01-15,2025-01,11.66,3,Closed,0,51
L0042974,C034633,1,Personal,91036,21,16.31,A,2025-02-24,2025-02,36.51,10,Closed,0,2606
L0042975,C034634,1,BNPL,40250,4,23.44,A,2026-05-21,2026-05,10.08,2,Active,0,417
L0042976,C034635,1,BNPL,3947,3,29.92,C,2025-03-18,2025-03,1.35,3,Closed,0,-875
L0042977,C034636,1,BNPL,5059,2,26.71,B,2024-12-20,2024-12,1.97,2,Closed,0,-1934
L0042978,C034636,2,Personal,57744,17,20.1,B,2025-02-11,2025-02,1.68,13,Closed,0,3330
L0042979,C034636,3,Personal,284810,20,20.35,B,2026-02-10,2026-02,2.84,5,Active,0,13524
L0042980,C034637,1,SME,437477,25,17.1,B,2025-12-26,2025-12,38.46,7,Active,0,18461
L0042981,C034637,2,SME,986979,31,20.06,C,2026-01-13,2026-01,48.67,6,Active,0,55951
L0042982,C034638,1,SME,715652,33,17.32,B,2026-04-23,2026-04,7.08,3,Active,0,21065
L0042983,C034639,1,Personal,41905,13,26.99,D,2026-04-22,2026-04,14.92,3,Active,0,1644
L0042984,C034640,1,BNPL,17231,3,30.04,C,2024-11-09,2024-11,3.15,3,Closed,0,-1401
L0042985,C034640,2,BNPL,6402,5,29.83,C,2025-10-19,2025-10,5.33,5,Closed,0,-162
L0042986,C034641,1,SME,1539571,24,19.4,C,2026-01-18,2026-01,3.02,6,Active,0,81385
L0042987,C034642,1,Personal,83352,9,16.02,A,2025-03-13,2025-03,4.54,9,Closed,0,797
L0042988,C034643,1,BNPL,25440,4,23.57,A,2026-06-05,2026-06,2.42,1,Active,0,-419
L0042989,C034644,1,BNPL,14135,3,33.34,D,2025-02-06,2025-02,3.85,3,Closed,0,-11
L0042990,C034645,1,BNPL,50000,3,27.38,B,2026-03-16,2026-03,8.56,3,Closed,0,1169
L0042991,C034646,1,BNPL,9405,2,23.52,A,2026-05-01,2026-05,1.21,2,Active,0,-423
L0042992,C034647,1,SME,598526,20,14.58,A,2025-04-09,2025-04,3.03,15,Active,0,24814
L0042993,C034647,2,SME,369432,25,15.9,B,2026-04-01,2026-04,12.75,3,Active,0,9517
L0042994,C034648,1,BNPL,12321,5,23.33,A,2024-10-15,2024-10,2.87,5,Closed,0,-858
L0042995,C034649,1,SME,584177,25,23.52,D,2025-02-20,2025-02,3.91,17,Active,0,97189
L0042996,C034650,1,Personal,163384,25,24.04,C,2025-01-29,2025-01,5.51,18,Active,0,22178
L0042997,C034650,2,SME,574057,20,23.25,D,2026-01-23,2026-01,5.62,6,Active,0,38028
L0042998,C034651,1,Personal,69412,17,19.69,B,2026-01-10,2026-01,2.69,3,Closed,0,1350
L0042999,C034652,1,SME,468335,35,16.66,B,2024-07-21,2024-07,4.27,24,Active,0,43757
L0043000,C034653,1,Personal,34511,16,19.41,B,2025-03-10,2025-03,5.0,16,Closed,0,64
L0043001,C034654,1,Personal,123384,19,20.02,B,2026-02-13,2026-02,2.98,5,Active,0,4772
L0043002,C034655,1,BNPL,13035,4,29.85,C,2024-12-08,2024-12,2.93,4,Closed,0,-1160
L0043003,C034656,1,Personal,200828,15,27.73,D,2025-02-12,2025-02,0.5,15,Closed,0,22210
L0043004,C034657,1,Personal,229839,22,24.6,C,2025-05-02,2025-05,2.81,14,Closed,0,28453
L0043005,C034657,2,BNPL,50000,1,30.21,C,2025-06-03,2025-06,5.86,1,Closed,0,980
L0043006,C034657,3,Personal,266968,20,23.66,C,2026-01-04,2026-01,4.73,6,Active,0,17901
L0043007,C034658,1,BNPL,36923,3,26.96,B,2024-08-11,2024-08,45.57,3,Closed,0,-366
L0043008,C034659,1,Personal,49500,11,15.75,A,2025-12-03,2025-12,7.25,7,Active,0,-84
L0043009,C034660,1,Personal,49448,17,32.33,E,2025-03-09,2025-03,3.59,7,Written-off,1,-28948
L0043010,C034661,1,Personal,103691,21,23.47,C,2024-08-20,2024-08,6.1,21,Closed,0,10818
L0043011,C034662,1,BNPL,17580,2,36.73,E,2024-08-14,2024-08,1.77,2,Closed,0,146
L0043012,C034663,1,BNPL,6253,2,30.31,C,2025-12-02,2025-12,25.19,2,Closed,0,-247
L0043013,C034664,1,SME,573051,25,17.9,B,2024-09-19,2024-09,2.04,10,Closed,0,33728
L0043014,C034664,2,BNPL,14130,5,27.93,B,2025-07-05,2025-07,3.25,5,Closed,0,515
L0043015,C034665,1,Personal,99939,24,19.9,B,2025-06-22,2025-06,4.12,13,Active,0,5967
